label	id	name	class	pathway_size	genes_found_n	genes_found_frac	genes_found	genes_not_found
110362 [DNA Repair]	R-HSA-110362	POLB-Dependent Long Patch Base Excision Repair	DNA Repair	8	8	1	ADPRHL2|APEX1|FEN1|LIG1|PARG|PARP1|PARP2|POLB	
2892247 [Dev Biol]	R-HSA-2892247	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	Dev Biol	13	11	0.846153846153846	DPPA4|EPHA1|FGF2|NANOG|NR6A1|POU5F1|SALL1|SALL4|SOX2|STAT3|TDGF1	FOXD3|ZIC3
2892245 [Dev Biol]	R-HSA-2892245	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	Dev Biol	10	10	1	CDX2|DKK1|EOMES|GATA6|GSC|HHEX|NANOG|POU5F1|SOX2|TSC22D1	
163767 [Metab]	R-HSA-163767	PP2A-mediated dephosphorylation of key metabolic factors	Metab	7	7	1	MLXIPL|PFKFB1|PPP2CA|PPP2CB|PPP2R1A|PPP2R1B|PPP2R5D	
1989781 [Metab]	R-HSA-1989781	PPARA activates gene expression	Metab	117	117	1	ABCA1|ABCB4|ACADM|ACOX1|ACSL1|AGT|AHR|AHRR|ALAS1|ANGPTL4|ANKRD1|APOA1|APOA2|APOA5|ARNT|ARNT2|ARNTL|CARM1|CCNC|CD36|CDK19|CDK8|CHD9|CLOCK|CPT1A|CPT2|CREBBP|CYP1A1|CYP4A11|CYP7A1|EP300|ESRRA|FABP1|FADS1|FAM120B|FDFT1|FHL2|G0S2|GLIPR1|GPS2|GRHL1|HDAC3|HELZ2|HMGCR|HMGCS1|HMGCS2|ME1|MED1|MED10|MED11|MED12|MED13|MED13L|MED14|MED15|MED16|MED17|MED18|MED19|MED20|MED21|MED22|MED23|MED24|MED25|MED26|MED27|MED28|MED29|MED30|MED31|MED4|MED6|MED7|MED8|MED9|MTF1|NCOA1|NCOA2|NCOA3|NCOA6|NCOR1|NCOR2|NFYA|NFYB|NFYC|NPAS2|NR1D1|NR1H2|NR1H3|NR1H4|NRF1|PEX11A|PLIN2|PPARA|PPARG|PPARGC1A|PPARGC1B|RGL1|RORA|RXRA|RXRB|SLC27A1|SMARCD3|SP1|SREBF1|SREBF2|SULT2A1|TBL1X|TBL1XR1|TGS1|THRAP3|TIAM2|TNFRSF21|TRIB3|TXNRD1|UGT1A9	
212300 [Gene Expr]	R-HSA-212300	PRC2 methylates histones and DNA	Gene Expr	42	42	1	AEBP2|DNMT1|DNMT3A|DNMT3B|EED|EZH2|H2AFB1|H2AFJ|H2AFV|H2AFX|H2AFZ|H2BFS|H3F3A|HIST1H2AB|HIST1H2AC|HIST1H2AD|HIST1H2AJ|HIST1H2BA|HIST1H2BB|HIST1H2BC|HIST1H2BD|HIST1H2BH|HIST1H2BJ|HIST1H2BK|HIST1H2BL|HIST1H2BM|HIST1H2BN|HIST1H2BO|HIST1H3A|HIST1H4A|HIST2H2AA3|HIST2H2AC|HIST2H2BE|HIST2H3A|HIST3H2BB|JARID2|MTF2|PHF1|PHF19|RBBP4|RBBP7|SUZ12	
5674404 [Disease]	R-HSA-5674404	PTEN Loss of Function in Cancer	Disease	1	1	1	PTEN	
6807070 [Sig Transd]	R-HSA-6807070	PTEN Regulation	Sig Transd	158	141	0.892405063291139	AGO1|AGO2|AGO3|AGO4|AKT1|AKT2|AKT3|ATF2|ATN1|BMI1|CBX2|CBX4|CBX6|CBX8|CHD3|CHD4|CNOT6L|CSNK2A1|CSNK2A2|CSNK2B|EED|EGR1|EZH2|FRK|GATAD2A|GATAD2B|HDAC1|HDAC2|HDAC3|HDAC5|HDAC7|JUN|KDM1A|LAMTOR1|LAMTOR2|LAMTOR3|LAMTOR4|LAMTOR5|MAF1|MAPK1|MAPK3|MBD3|MECOM|MKRN1|MLST8|MOV10|MTA1|MTA2|MTA3|MTOR|NEDD4|NR2E1|OTUD3|PHC1|PHC2|PHC3|PML|PPARG|PREX2|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMC5|PSMC6|PSMD1|PSMD10|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|PSMD5|PSMD6|PSMD7|PSMD8|PSMD9|PSME1|PSME2|PSME3|PSME4|PSMF1|PTEN|PTENP1|RBBP4|RBBP7|RCOR1|REST|RHEB|RING1|RNF146|RNF2|RPS27A|RPTOR|RRAGA|RRAGB|RRAGC|RRAGD|SALL4|SCMH1|SEM1|SLC38A9|SNAI1|SNAI2|STUB1|SUZ12|TNKS|TNKS2|TNRC6A|TNRC6B|TNRC6C|TP53|TRIM27|UBA52|UBB|UBC|USP13|USP7|VAPA|WWP2|XIAP	MIR106A|MIR106B|MIR17|MIR19A|MIR19B1|MIR19B2|MIR205|MIR20A|MIR20B|MIR21|MIR214|MIR22|MIR25|MIR26A1|MIR26A2|MIR93|PSMB11
8849474 [Sig Transd]	R-HSA-8849474	PTK6 Activates STAT3	Sig Transd	4	4	1	PTK6|SOCS3|STAP2|STAT3	
8849472 [Sig Transd]	R-HSA-8849472	PTK6 Down-Regulation	Sig Transd	3	3	1	PTK6|PTPN1|SRMS	
8849473 [Sig Transd]	R-HSA-8849473	PTK6 Expression	Sig Transd	5	5	1	EPAS1|HIF1A|NR3C1|PELP1|PTK6	
8849470 [Sig Transd]	R-HSA-8849470	PTK6 Regulates Cell Cycle	Sig Transd	6	6	1	CCND1|CCNE1|CDK2|CDK4|CDKN1B|PTK6	
8849468 [Sig Transd]	R-HSA-8849468	PTK6 Regulates Proteins Involved in RNA Processing	Sig Transd	5	5	1	KHDRBS1|KHDRBS2|KHDRBS3|PTK6|SFPQ	
8849471 [Sig Transd]	R-HSA-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	Sig Transd	14	14	1	ARHGAP35|BCAR1|CRK|DOCK1|ELMO1|ELMO2|HRAS|KRAS|NRAS|PTK6|PXN|RAC1|RASA1|RHOA	
8849469 [Sig Transd]	R-HSA-8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	Sig Transd	9	9	1	AKT1|ARAP1|CBL|DOK1|PTK6|RPS27A|UBA52|UBB|UBC	
8857538 [Sig Transd]	R-HSA-8857538	PTK6 promotes HIF1A stabilization	Sig Transd	7	7	1	EGFR|GPNMB|HBEGF|HIF1A|LINC01139|LRRK2|PTK6	
171306 [Cell Cycl]	R-HSA-171306	Packaging Of Telomere Ends	Cell Cycl	33	33	1	ACD|H2AFB1|H2AFJ|H2AFV|H2AFX|H2AFZ|H2BFS|HIST1H2AB|HIST1H2AC|HIST1H2AD|HIST1H2AJ|HIST1H2BA|HIST1H2BB|HIST1H2BC|HIST1H2BD|HIST1H2BH|HIST1H2BJ|HIST1H2BK|HIST1H2BL|HIST1H2BM|HIST1H2BN|HIST1H2BO|HIST1H4A|HIST2H2AA3|HIST2H2AC|HIST2H2BE|HIST3H2BB|HIST3H3|POT1|TERF1|TERF2|TERF2IP|TINF2	
6802955 [Disease]	R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	Disease	43	43	1	APBB1IP|ARAF|ARRB1|ARRB2|BRAF|BRAP|CALM1|CAMK2A|CAMK2B|CAMK2D|CAMK2G|CNKSR1|CNKSR2|CSK|FGA|FGB|FGG|FN1|HRAS|IQGAP1|ITGA2B|ITGB3|JAK2|KRAS|KSR1|KSR2|MAP2K1|MAP2K2|MAP3K11|MAPK1|MAPK3|MARK3|NRAS|PEBP1|PHB|RAF1|RAP1A|RAP1B|SRC|TLN1|VCL|VWF|YWHAB	
432047 [Transp Sm Mol]	R-HSA-432047	Passive transport by Aquaporins	Transp Sm Mol	13	12	0.923076923076923	AQP1|AQP10|AQP11|AQP2|AQP3|AQP4|AQP5|AQP6|AQP7|AQP8|AQP9|MIP	AQP12A
167290 [Disease]	R-HSA-167290	Pausing and recovery of HIV elongation	Disease	36	36	1	CCNK|CCNT1|CCNT2|CDK9|CTDP1|ELL|ELOA|ELOA2|ELOA3|ELOA3B|ELOA3D|ELOB|ELOC|GTF2F1|GTF2F2|NELFA|NELFB|NELFCD|NELFE|POLR2A|POLR2B|POLR2C|POLR2D|POLR2E|POLR2F|POLR2G|POLR2H|POLR2I|POLR2J|POLR2K|POLR2L|SSRP1|SUPT16H|SUPT4H1|SUPT5H|TCEA1	
167238 [Disease]	R-HSA-167238	Pausing and recovery of Tat-mediated HIV elongation	Disease	35	34	0.971428571428571	CCNT1|CDK9|CTDP1|ELL|ELOA|ELOA2|ELOA3|ELOA3B|ELOA3D|ELOB|ELOC|GTF2F1|GTF2F2|NELFA|NELFB|NELFCD|NELFE|POLR2A|POLR2B|POLR2C|POLR2D|POLR2E|POLR2F|POLR2G|POLR2H|POLR2I|POLR2J|POLR2K|POLR2L|SSRP1|SUPT16H|SUPT4H1|SUPT5H|TCEA1	tat
71336 [Metab]	R-HSA-71336	Pentose phosphate pathway	Metab	15	15	1	DERA|G6PD|PGD|PGLS|PGM2|PRPS1|PRPS1L1|PRPS2|RBKS|RPE|RPEL1|RPIA|SHPK|TALDO1|TKT	
6791465 [Disease]	R-HSA-6791465	Pentose phosphate pathway disease	Disease	2	2	1	RPIA|TALDO1	
156902 [Metab Prot]	R-HSA-156902	Peptide chain elongation	Metab Prot	94	90	0.957446808510638	EEF1A1|EEF2|FAU|RPL10|RPL10A|RPL10L|RPL11|RPL12|RPL13|RPL13A|RPL14|RPL15|RPL17|RPL18|RPL18A|RPL19|RPL21|RPL22|RPL22L1|RPL23|RPL23A|RPL24|RPL26|RPL26L1|RPL27|RPL27A|RPL28|RPL29|RPL3|RPL30|RPL31|RPL32|RPL34|RPL35|RPL35A|RPL36|RPL36A|RPL36AL|RPL37|RPL37A|RPL38|RPL39|RPL39L|RPL3L|RPL4|RPL41|RPL5|RPL6|RPL7|RPL7A|RPL8|RPL9|RPLP0|RPLP1|RPLP2|RPS10|RPS11|RPS12|RPS13|RPS14|RPS15|RPS15A|RPS16|RPS17|RPS18|RPS19|RPS2|RPS20|RPS21|RPS23|RPS24|RPS25|RPS26|RPS27|RPS27A|RPS27L|RPS28|RPS29|RPS3|RPS3A|RPS4X|RPS4Y1|RPS4Y2|RPS5|RPS6|RPS7|RPS8|RPS9|RPSA|UBA52	18S rRNA|28S rRNA|5.8S rRNA|5S rRNA
209952 [Metab Prot]	R-HSA-209952	Peptide hormone biosynthesis	Metab Prot	12	9	0.75	CGA|INHA|INHBA|INHBB|INHBC|INHBE|LHB|PCSK1|POMC	CGB3|FSHB|TSHB
2980736 [Metab Prot]	R-HSA-2980736	Peptide hormone metabolism	Metab Prot	88	73	0.829545454545455	ACE|ACE2|ACHE|AGT|ANPEP|ATP6AP2|BCHE|CDX2|CES1|CGA|CMA1|CPA3|CPB1|CPB2|CPE|CRHR2|CTNNB1|CTSD|CTSG|CTSZ|DPP4|ENPEP|ERO1A|ERO1B|EXOC1|EXOC2|EXOC3|EXOC4|EXOC5|EXOC6|EXOC7|EXOC8|FFAR4|GATA4|GHRL|GNB3|GZMH|IGF1|INHA|INHBA|INHBB|INHBC|INHBE|ISL1|KIF5A|KIF5B|KIF5C|KLF4|LEP|LHB|MBOAT4|MME|MYO5A|MYRIP|PAX6|PCSK1|PLA2G7|POMC|RAB27A|REN|SEC11A|SEC11C|SLC30A5|SLC30A6|SLC30A7|SLC30A8|SPCS1|SPCS2|SPCS3|STX1A|TCF7L2|UCN|VAMP2	AOPEP|CGB3|CLTRN|FFAR1|FSHB|GCG|GH1|GIP|GNAT3|GNG13|GPR119|GRP|INS|PCSK2|TSHB
375276 [Sig Transd]	R-HSA-375276	Peptide ligand-binding receptors	Sig Transd	189	157	0.830687830687831	ACKR1|ACKR3|ACKR4|AGT|AGTR1|ANXA1|APLN|APLNR|APP|AVPR1A|AVPR1B|AVPR2|BDKRB1|BDKRB2|BRS3|C3|C3AR1|C5|C5AR1|C5AR2|CCK|CCKAR|CCL13|CCL16|CCL19|CCL20|CCL21|CCL23|CCL25|CCL28|CCL5|CCR1|CCR10|CCR2|CCR3|CCR4|CCR5|CCR6|CCR7|CCR8|CCR9|CCRL2|CORT|CX3CL1|CX3CR1|CXCL1|CXCL10|CXCL11|CXCL12|CXCL13|CXCL16|CXCL2|CXCL3|CXCL5|CXCL6|CXCL8|CXCL9|CXCR1|CXCR2|CXCR3|CXCR4|CXCR5|CXCR6|ECE1|ECE2|EDN1|EDN2|EDN3|EDNRA|EDNRB|F2|F2R|F2RL1|F2RL2|F2RL3|FPR1|FPR2|FPR3|GAL|GALR1|GALR2|GALR3|GHRL|GHSR|GPER1|GPR37|GPR37L1|GRPR|HCRTR1|HCRTR2|HEBP1|INSL3|KEL|KISS1|KISS1R|KNG1|MC1R|MCHR1|MLNR|MT-RNR2|NLN|NMB|NMU|NMUR1|NPB|NPBWR1|NPFFR1|NPFFR2|NPSR1|NPW|NPY1R|NPY2R|NPY4R|NPY5R|NTS|NTSR1|OPRD1|OPRK1|OPRL1|OPRM1|OXT|OXTR|PENK|PMCH|PNOC|POMC|PPBP|PPY|PRLHR|PROK1|PROK2|PROKR1|PSAP|PYY|QRFP|QRFPR|RXFP1|RXFP3|RXFP4|SAA1|SSTR1|SSTR2|SSTR3|SSTR5|TAC3|TACR1|TACR2|TACR3|TRH|TRHR|UTS2|UTS2B|UTS2R|XCL1|XCL2|XCR1|XK	AGTR2|AVP|CCKBR|CCL1|CCL27|GRP|HCRT|INSL5|MC2R|MC3R|MC4R|MC5R|MCHR2|MLN|NMBR|NMS|NMUR2|NPBWR2|NPFF|NPS|NPY|NTSR2|PDYN|PF4|PRLH|PROKR2|RLN2|RLN3|RXFP2|SST|SSTR4|TAC1
390918 [Metab]	R-HSA-390918	Peroxisomal lipid metabolism	Metab	29	29	1	ABCD1|ACAA1|ACBD4|ACBD5|ACOT4|ACOT6|ACOT8|ACOX1|ACOX2|ACOX3|ACOXL|ALDH3A2|AMACR|CRAT|CROT|DECR2|ECI2|EHHADH|HACL1|HAO2|HSD17B4|MLYCD|NUDT19|NUDT7|PECR|PHYH|SCP2|SLC25A17|SLC27A2	
9033241 [Prot Loc]	R-HSA-9033241	Peroxisomal protein import	Prot Loc	63	63	1	ACAA1|ACOT2|ACOT4|ACOT8|ACOX1|ACOX2|ACOX3|AGPS|AGXT|AMACR|BAAT|CAT|CRAT|CROT|DAO|DDO|DECR2|DHRS4|ECH1|ECI2|EHHADH|EPHX2|GNPAT|GSTK1|HACL1|HAO1|HAO2|HMGCL|HSD17B4|IDE|IDH1|LONP2|MLYCD|MPV17|NOS2|NUDT19|NUDT7|PAOX|PECR|PEX1|PEX10|PEX12|PEX13|PEX14|PEX2|PEX26|PEX5|PEX6|PEX7|PHYH|PIPOX|RPS27A|SCP2|SLC27A2|TYSND1|UBA52|UBB|UBC|UBE2D1|UBE2D2|UBE2D3|USP9X|ZFAND6	
9005895 [Disease]	R-HSA-9005895	Pervasive developmental disorders	Disease	13	13	1	BDNF|CALM1|CAMK4|GPS2|HDAC1|HDAC3|MECP2|NCOR1|NCOR2|PRKACA|SIN3A|TBL1X|TBL1XR1	
5576892 [Muscl contr]	R-HSA-5576892	Phase 0 - rapid depolarisation	Muscl contr	44	38	0.863636363636364	CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1|CACNA2D2|CACNA2D3|CACNA2D4|CACNB1|CACNB2|CACNB3|CACNB4|CACNG1|CACNG4|CACNG8|CALM1|CAMK2A|CAMK2B|CAMK2D|CAMK2G|FGF11|FGF12|FGF13|FGF14|RANGRF|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A	CACNG2|CACNG3|CACNG5|CACNG6|CACNG7|SCN10A
5576894 [Muscl contr]	R-HSA-5576894	Phase 1 - inactivation of fast Na+ channels	Muscl contr	7	7	1	KCND1|KCND2|KCND3|KCNIP1|KCNIP2|KCNIP3|KCNIP4	
5576893 [Muscl contr]	R-HSA-5576893	Phase 2 - plateau phase	Muscl contr	27	22	0.814814814814815	AKAP9|CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1|CACNA2D2|CACNA2D3|CACNA2D4|CACNB1|CACNB2|CACNB3|CACNB4|CACNG1|CACNG4|CACNG8|KCNE1|KCNE2|KCNE3|KCNE4|KCNE5|KCNQ1	CACNG2|CACNG3|CACNG5|CACNG6|CACNG7
5576890 [Muscl contr]	R-HSA-5576890	Phase 3 - rapid repolarisation	Muscl contr	8	8	1	AKAP9|KCNE1|KCNE2|KCNE3|KCNE4|KCNE5|KCNH2|KCNQ1	
5576886 [Muscl contr]	R-HSA-5576886	Phase 4 - resting membrane potential	Muscl contr	19	16	0.842105263157895	KCNJ12|KCNJ14|KCNJ2|KCNJ4|KCNK1|KCNK10|KCNK12|KCNK13|KCNK15|KCNK17|KCNK2|KCNK3|KCNK5|KCNK6|KCNK7|KCNK9	KCNK16|KCNK18|KCNK4
211945 [Metab]	R-HSA-211945	Phase I - Functionalization of compounds	Metab	105	104	0.990476190476191	AADAC|ACSS1|ACSS2|ADH1A|ADH1B|ADH1C|ADH4|ADH5|ADH6|ADH7|AHR|AHRR|AIP|ALDH1A1|ALDH1B1|ALDH2|ALDH3A1|AOC1|AOC2|AOC3|ARNT|ARNT2|BPHL|CBR3|CES1|CES2|CES3|CMBL|CYB5B|CYB5R3|CYP11A1|CYP11B1|CYP19A1|CYP1A1|CYP1A2|CYP1B1|CYP21A2|CYP24A1|CYP26A1|CYP26B1|CYP26C1|CYP27A1|CYP27B1|CYP2A13|CYP2A6|CYP2A7|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP2E1|CYP2F1|CYP2J2|CYP2R1|CYP2S1|CYP2U1|CYP2W1|CYP39A1|CYP3A4|CYP3A43|CYP3A5|CYP3A7|CYP46A1|CYP4A11|CYP4A22|CYP4B1|CYP4F11|CYP4F12|CYP4F2|CYP4F22|CYP4F3|CYP4F8|CYP4V2|CYP51A1|CYP7A1|CYP7B1|CYP8B1|EPHX1|FDX1|FDX2|FDXR|FMO1|FMO2|FMO3|HSP90AB1|MAOA|MAOB|MARC1|MARC2|NCOA1|NCOA2|NQO2|NR1H4|PAOX|POMC|POR|PTGES3|PTGIS|PTGS1|RXRA|SMOX|TBXAS1	CYP11B2
156580 [Metab]	R-HSA-156580	Phase II - Conjugation of compounds	Metab	109	103	0.944954128440367	ABHD10|ABHD14B|ACSM1|ACSM2A|ACSM2B|ACSM5|AHCY|AKR1A1|AS3MT|BPNT1|CHAC1|CHAC2|CNDP2|COMT|CYP1A2|ESD|GCLC|GCLM|GGCT|GGT1|GGT3P|GGT5|GGT6|GGT7|GLYAT|GLYATL1|GLYATL2|GSS|GSTA1|GSTA2|GSTA4|GSTK1|GSTM1|GSTM2|GSTM3|GSTM4|GSTM5|GSTO1|GSTO2|GSTP1|GSTT2|GSTT2B|GSTZ1|HPGDS|IMPAD1|MAT1A|MAT2A|MAT2B|MGST1|MGST2|MGST3|MTR|MTRR|N6AMT1|NAT1|NAT2|NNMT|OPLAH|PAPSS1|PAPSS2|PODXL2|SLC26A1|SLC26A2|SLC35B2|SLC35B3|SLC35D1|SULT1A1|SULT1A2|SULT1A3|SULT1A4|SULT1B1|SULT1C2|SULT1C4|SULT1E1|SULT2A1|SULT2B1|SULT4A1|TPMT|TPST1|TPST2|TRMT112|UGDH|UGP2|UGT1A1|UGT1A10|UGT1A3|UGT1A4|UGT1A5|UGT1A6|UGT1A7|UGT1A8|UGT1A9|UGT2A1|UGT2A3|UGT2B10|UGT2B11|UGT2B15|UGT2B17|UGT2B28|UGT2B4|UGT2B7|UGT3A1|UGT3A2	ACSM4|GLYATL3|GSTA3|GSTA5|GSTT1|SULT6B1
71182 [Metab]	R-HSA-71182	Phenylalanine and tyrosine catabolism	Metab	11	11	1	ASRGL1|FAH|GSTZ1|HGD|HPD|IL4I1|KYAT1|PAH|PCBD1|QDPR|TAT	
2160456 [Disease]	R-HSA-2160456	Phenylketonuria	Disease	1	1	1	PAH	
8850843 [Metab]	R-HSA-8850843	Phosphate bond hydrolysis by NTPDase proteins	Metab	8	8	1	ENTPD1|ENTPD2|ENTPD3|ENTPD4|ENTPD5|ENTPD6|ENTPD7|ENTPD8	
2393930 [Metab]	R-HSA-2393930	Phosphate bond hydrolysis by NUDT proteins	Metab	7	7	1	ADPRM|NUDT1|NUDT15|NUDT16|NUDT18|NUDT5|NUDT9	
5654219 [Sig Transd]	R-HSA-5654219	Phospholipase C-mediated cascade: FGFR1	Sig Transd	16	14	0.875	FGF1|FGF10|FGF17|FGF2|FGF20|FGF22|FGF23|FGF4|FGF5|FGF8|FGF9|FGFR1|KL|PLCG1	FGF3|FGF6
5654221 [Sig Transd]	R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2	Sig Transd	18	15	0.833333333333333	FGF1|FGF10|FGF17|FGF18|FGF2|FGF20|FGF22|FGF23|FGF4|FGF5|FGF7|FGF8|FGF9|FGFR2|PLCG1	FGF16|FGF3|FGF6
5654227 [Sig Transd]	R-HSA-5654227	Phospholipase C-mediated cascade; FGFR3	Sig Transd	13	12	0.923076923076923	FGF1|FGF17|FGF18|FGF2|FGF20|FGF23|FGF4|FGF5|FGF8|FGF9|FGFR3|PLCG1	FGF16
5654228 [Sig Transd]	R-HSA-5654228	Phospholipase C-mediated cascade; FGFR4	Sig Transd	15	13	0.866666666666667	FGF1|FGF17|FGF18|FGF19|FGF2|FGF20|FGF23|FGF4|FGF8|FGF9|FGFR4|KLB|PLCG1	FGF16|FGF6
1483257 [Metab]	R-HSA-1483257	Phospholipid metabolism	Metab	212	208	0.981132075471698	ABHD3|ABHD4|ACHE|ACP6|AGK|AGPAT1|AGPAT2|AGPAT3|AGPAT4|AGPAT5|ALPI|ARF1|ARF3|AWAT2|BCHE|BMX|CDIPT|CDS1|CDS2|CEPT1|CHKA|CHKB|CHPT1|CPNE1|CPNE3|CPNE6|CPNE7|CRLS1|CSNK2A1|CSNK2A2|CSNK2B|DDHD1|DDHD2|DGAT1|DGAT2|DGAT2L6|DGAT2L7P|ENPP6|ETNK1|ETNK2|ETNPPL|FIG4|GDE1|GDPD1|GDPD3|GDPD5|GNPAT|GPAM|GPAT2|GPAT3|GPAT4|GPCPD1|GPD1|GPD1L|GPD2|HADHA|HADHB|HRASLS|HRASLS2|HRASLS5|INPP4A|INPP4B|INPP5D|INPP5E|INPP5F|INPP5J|INPP5K|INPPL1|LCLAT1|LIPH|LPCAT1|LPCAT2|LPCAT3|LPCAT4|LPGAT1|LPIN1|LPIN2|LPIN3|MBOAT1|MBOAT2|MBOAT7|MFSD2A|MGLL|MIGA1|MIGA2|MTM1|MTMR1|MTMR10|MTMR12|MTMR14|MTMR2|MTMR3|MTMR4|MTMR6|MTMR7|MTMR8|MTMR9|OCRL|OSBPL10|OSBPL5|OSBPL8|PCTP|PCYT1A|PCYT1B|PCYT2|PEMT|PGS1|PHOSPHO1|PI4K2A|PI4K2B|PI4KA|PI4KB|PIK3C2A|PIK3C2B|PIK3C2G|PIK3C3|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R4|PIK3R5|PIK3R6|PIKFYVE|PIP4K2A|PIP4K2B|PIP4K2C|PIP5K1A|PIP5K1B|PIP5K1C|PISD|PITPNB|PITPNM1|PITPNM2|PITPNM3|PLA1A|PLA2G10|PLA2G12A|PLA2G15|PLA2G16|PLA2G1B|PLA2G2A|PLA2G2D|PLA2G2F|PLA2G3|PLA2G4A|PLA2G4B|PLA2G4C|PLA2G4E|PLA2G4F|PLA2G5|PLA2G6|PLA2R1|PLB1|PLBD1|PLD1|PLD2|PLD3|PLD4|PLD6|PLEKHA1|PLEKHA2|PLEKHA3|PLEKHA4|PLEKHA5|PLEKHA6|PLEKHA8|PNPLA2|PNPLA3|PNPLA6|PNPLA7|PNPLA8|PTDSS1|PTDSS2|PTEN|PTPMT1|PTPN13|RAB14|RAB4A|RAB5A|RARRES3|RUFY1|SACM1L|SBF1|SBF2|SELENOI|SLC44A1|SLC44A2|SLC44A3|SLC44A4|SLC44A5|STARD10|STARD7|SYNJ1|SYNJ2|TAZ|TMEM55B|TMEM86B|TNFAIP8|TNFAIP8L1|TNFAIP8L2|TNFAIP8L3|TPTE|TPTE2|VAC14	CHAT|LIPI|PLA2G2E|PLA2G4D
202427 [Imm Sys]	R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains	Imm Sys	29	27	0.931034482758621	CD247|CD3D|CD3E|CD3G|CD4|CSK|HLA-DPA1|HLA-DPB1|HLA-DQA1|HLA-DQA2|HLA-DQB1|HLA-DQB2|HLA-DRA|HLA-DRB1|HLA-DRB5|LCK|PAG1|PTPN22|PTPRC|PTPRJ|TRAC|TRAV19|TRAV29DV5|TRAV8-4|TRBC1|TRBV12-3|TRBV7-9	HLA-DRB3|HLA-DRB4
176417 [Cell Cycl]	R-HSA-176417	Phosphorylation of Emi1	Cell Cycl	6	6	1	CCNB1|CDC20|CDK1|FBXO5|FZR1|PLK1	
69200 [Cell Cycl]	R-HSA-69200	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	Cell Cycl	4	4	1	CCNE1|CCNE2|CDK2|RB1	
170145 [Cell Cycl]	R-HSA-170145	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	Cell Cycl	3	3	1	CCNA1|CCNA2|CDK1	
176412 [Cell Cycl]	R-HSA-176412	Phosphorylation of the APC/C	Cell Cycl	19	19	1	ANAPC1|ANAPC10|ANAPC11|ANAPC15|ANAPC16|ANAPC2|ANAPC4|ANAPC5|ANAPC7|CCNB1|CDC16|CDC23|CDC26|CDC27|CDK1|PLK1|UBE2C|UBE2D1|UBE2E1	
5578768 [Muscl contr]	R-HSA-5578768	Physiological factors	Muscl contr	12	11	0.916666666666667	CORIN|GATA4|HIPK1|HIPK2|KAT2B|NKX2-5|NPPA|NPR1|NPR2|TBX5|WWTR1	NPPC
5205685 [Cell Resp]	R-HSA-5205685	Pink/Parkin Mediated Mitophagy	Cell Resp	22	22	1	ATG12|ATG5|MAP1LC3A|MAP1LC3B|MFN1|MFN2|MTERF3|PARK2|PINK1|RPS27A|SQSTM1|TOMM20|TOMM22|TOMM40|TOMM5|TOMM6|TOMM7|TOMM70|UBA52|UBB|UBC|VDAC1	
8963898 [Transp Sm Mol]	R-HSA-8963898	Plasma lipoprotein assembly	Transp Sm Mol	19	18	0.947368421052632	A2M|ABCA1|APOA1|APOA2|APOA4|APOB|APOC1|APOC2|APOC3|APOC4|APOE|BMP1|MTTP|P4HB|PRKACA|PRKACB|SAR1B|ZDHHC8	PRKACG
