gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
KRT7	742854	178	53	236572	70574	0	6	1	0	50	89	3823421	8.798496e-01	1
ADPRHL1	808201	223	49	182967	49416	0	5	3	0	5	5	318719	8.799746e-01	1
OR2B11	272980	927	-14	153289	49700	0	2	0	0	18	21	1066846	8.800703e-01	1
POMT2	554839	418	37	384323	112606	0	2	1	0	38	42	3241647	8.801902e-01	1
LEFTY1	924499	239	8	179204	58291	0	3	2	0	24	42	1599559	8.803284e-01	1
ZER1	1816626	165	36	394547	108346	0	11	5	0	14	37	1417018	8.804753e-01	1
CEACAM4	1249321	499	27	122759	38908	0	1	0	0	50	87	4759130	8.805175e-01	1
ASPM	221779	614	-25	1780964	464482	0	44	8	0	3	15	680322	8.806448e-01	1
RGP1	922448	190	48	215343	68160	0	1	1	0	29	48	2415633	8.807502e-01	1
MLH3	897430	222	50	745642	193688	0	8	2	0	8	6	679683	8.808182e-01	1
BLMH	516668	184	26	242891	57865	0	3	0	0	17	42	1764776	8.808549e-01	1
TMED8	551151	418	50	165572	46789	0	3	2	0	6	16	749831	8.808723e-01	1
GPATCH8	1121044	166	30	750683	216124	0	11	1	0	3	1	305939	8.809186e-01	1
UPF3A	612511	283	46	247222	65675	0	2	1	0	50	92	4326669	8.809279e-01	1
ANKRD6	403943	609	43	367993	105932	0	5	1	0	36	67	3180658	8.810259e-01	1
ZFYVE21	765678	266	43	122191	33512	0	1	0	0	50	77	4197023	8.810529e-01	1
MCC	271270	620	16	534275	145408	0	10	4	0	3	6	341155	8.811374e-01	1
G6PC3	916863	198	23	172388	53605	0	3	2	0	50	88	3555183	8.812602e-01	1
NASP	873800	161	27	422308	110618	0	9	0	0	1	1	158969	8.812735e-01	1
FOXB1	573015	427	14	158685	50907	0	2	2	0	28	32	2261989	8.813026e-01	1
EXOC4	618702	965	12	503958	135468	0	4	3	0	8	6	589371	8.813146e-01	1
KIF3C	597475	166	40	397671	115659	0	10	5	0	11	13	737051	8.813506e-01	1
VPS28	2043455	200	36	138379	35429	0	4	1	0	3	17	467180	8.814089e-01	1
PGLYRP2	524410	481	33	277397	95140	0	3	0	0	9	16	1427171	8.814330e-01	1
SYT2	555792	497	34	217970	57226	0	2	1	0	44	84	4764597	8.814790e-01	1
SAT2	2069567	213	34	90241	23288	0	1	0	0	50	91	3679575	8.815083e-01	1
FLYWCH2	1537882	210	47	69651	22152	0	1	1	0	28	66	2326386	8.815343e-01	1
C8orf58	757216	224	45	179985	59001	0	2	0	0	26	39	2557420	8.815989e-01	1
IMPG2	656520	580	-4	638006	170968	0	7	2	0	16	24	1594376	8.818681e-01	1
MTNR1B	55111	742	-18	177074	55948	0	2	0	0	41	63	3670416	8.819689e-01	1
SUN2	1291659	272	73	364656	108630	0	9	6	0	27	40	1677659	8.819853e-01	1
KCTD21	551110	208	23	130498	37133	0	1	2	0	18	20	1331747	8.820104e-01	1
SH3GL2	28189	392	-31	185807	46576	0	1	0	0	47	54	3898468	8.820221e-01	1
XK	115395	NaN	11	221520	64965	0	3	3	0	8	17	961411	8.820575e-01	1
ZNF502	433000	541	28	282651	67308	0	4	0	0	4	2	235010	8.820772e-01	1
SYVN1	3292261	168	50	311974	95708	0	4	2	0	50	67	4116438	8.821100e-01	1
PDAP1	1115689	263	56	96844	23714	0	1	0	0	50	99	4396817	8.821192e-01	1
RASGRF1	420514	488	42	658880	178210	0	17	8	0	7	21	764457	8.821497e-01	1
CALCOCO1	1501666	272	56	355071	99045	0	6	1	0	15	20	1191593	8.821745e-01	1
BMPR1B	119865	642	-15	261564	68373	0	1	0	0	17	23	1944051	8.821814e-01	1
POLRMT	1832767	218	10	614079	190422	0	16	5	0	29	93	3391386	8.822186e-01	1
AEBP1	1151124	282	56	590010	167631	0	12	3	0	50	108	4636229	8.824238e-01	1
NFE2L1	1205950	255	20	380560	116795	0	9	1	0	4	3	323405	8.824425e-01	1
MED23	147816	864	7	716177	188221	0	11	8	0	14	35	1321452	8.825551e-01	1
GFRA1	33734	913	-25	240548	64894	0	4	1	0	11	20	804927	8.826228e-01	1
SPAG16	38908	1199	-3	335191	84845	0	4	2	0	50	69	3866518	8.826461e-01	1
FLNB	760236	182	43	1336504	385814	0	28	9	0	9	22	1196137	8.826758e-01	1
BHLHA15	464632	375	26	90951	31311	0	1	1	0	50	69	3785720	8.829824e-01	1
OR2M5	19998	935	-32	153857	45937	0	1	0	0	50	64	3761864	8.831336e-01	1
CCDC61	931670	261	36	268664	83212	0	4	1	0	15	25	1383719	8.831590e-01	1
PIP4K2B	1198833	207	37	218325	55806	0	3	1	0	50	71	3625970	8.831800e-01	1
TCP1	648197	420	22	285207	80088	0	3	0	0	5	15	981504	8.832303e-01	1
BCL7B	955146	171	48	104228	29749	0	1	1	0	39	54	2798323	8.832741e-01	1
YWHAZ	1074893	213	50	129433	32021	0	1	0	0	50	80	3783519	8.833152e-01	1
LRRC15	344707	269	34	287337	90099	0	8	0	0	1	1	175938	8.834303e-01	1
VIM	546890	465	11	237353	67876	0	4	0	0	2	0	188079	8.834453e-01	1
MYOM3	817104	171	22	740956	208598	0	16	3	0	11	17	955447	8.835540e-01	1
CR1	442029	361	18	1287017	343285	0	16	1	0	1	1	373815	8.836474e-01	1
PIAS2	152679	618	42	333700	90809	0	2	1	0	50	54	2921295	8.836868e-01	1
PLEKHG5	644634	203	44	547552	164720	0	8	5	0	50	73	4281513	8.836880e-01	1
IL20RA	133090	449	24	280805	78313	0	3	2	0	50	65	3733464	8.836982e-01	1
NKX1-2	NaN	NaN	NaN	146331	53463	0	2	3	0	8	17	836451	8.837591e-01	1
NT5C2	562038	150	47	299265	74337	0	3	1	0	50	63	3558875	8.837803e-01	1
PARD6G	161542	NaN	38	180908	61699	0	3	1	0	50	61	3744327	8.838684e-01	1
OLA1	389793	418	26	210515	51262	0	1	0	0	43	53	3960167	8.839118e-01	1
PRR19	792230	218	42	171820	58433	0	2	1	0	50	92	4888350	8.839838e-01	1
SLC29A2	1963418	182	55	229401	71994	0	4	1	0	15	23	1277361	8.840755e-01	1
OR51G2	65798	1006	-15	152579	48706	0	1	0	0	50	68	4209093	8.841703e-01	1
LGALS7B	1697047	322	45	69438	21513	0	1	0	0	50	90	4432885	8.841968e-01	1
HSD17B3	293976	504	20	162590	45085	0	1	0	0	42	58	3913165	8.842094e-01	1
SHROOM4	36907	NaN	11	749050	212858	0	11	4	0	18	41	2340018	8.842116e-01	1
EIF4G1	1447013	268	44	808264	240548	0	15	5	0	39	69	3662038	8.842129e-01	1
ARHGAP36	65931	NaN	13	276261	82431	0	5	1	0	12	19	1044765	8.842721e-01	1
PROZ	759371	229	38	205829	56800	0	1	1	0	32	57	2672227	8.842729e-01	1
CHDH	475623	578	42	295431	90738	0	8	2	0	39	80	3386061	8.843204e-01	1
EPS8L2	1788356	193	48	371827	102737	0	4	2	0	42	44	2840568	8.843893e-01	1
HOXB5	946208	524	29	134119	39689	0	3	1	0	50	88	3503069	8.844511e-01	1
TNMD	182582	NaN	-2	167844	40470	0	1	0	0	50	55	3725725	8.845631e-01	1
HOXD1	245316	874	13	157549	53534	0	5	3	0	16	24	970428	8.845762e-01	1
TADA1	258555	773	-7	172814	47854	0	1	1	0	50	70	4851430	8.845782e-01	1
OR6S1	709113	577	11	159466	52682	0	1	0	0	46	73	4826012	8.846047e-01	1
LCT	493727	403	28	972771	273279	0	22	3	0	8	19	1176612	8.846888e-01	1
OR56A5	NaN	NaN	NaN	152011	48209	0	1	0	0	50	158	7955053	8.847725e-01	1
GMEB2	1094905	193	54	263836	83141	0	8	3	0	23	50	1971244	8.848221e-01	1
ZFHX3	122465	495	-11	1841669	532855	0	40	10	0	3	13	724200	8.848320e-01	1
SULT6B1	545763	253	35	142497	33015	0	1	0	0	50	88	4493519	8.849542e-01	1
LRFN4	NaN	NaN	NaN	295289	111967	0	7	2	0	50	160	8018811	8.849592e-01	1
CEP78	249135	554	-32	372963	101814	0	4	1	0	3	5	374738	8.849671e-01	1
BTBD19	NaN	NaN	NaN	144343	48209	0	2	0	0	50	158	7955053	8.850193e-01	1
GTPBP10	138505	1085	-5	203344	52682	0	1	1	0	50	64	3713513	8.850318e-01	1
SUGT1	307262	469	26	198161	46789	0	1	0	0	44	52	3675457	8.850813e-01	1
LCE1C	64902	818	18	59995	16898	0	1	1	0	10	23	732152	8.851103e-01	1
ACVR2B	337567	514	28	262203	74550	0	3	1	0	12	11	701054	8.851187e-01	1
ATP8A1	189404	856	28	628208	163513	0	4	4	0	22	46	2914834	8.852601e-01	1
CCKAR	165749	636	36	214562	62977	0	2	1	0	50	63	3955126	8.852707e-01	1
RASL11B	170130	812	9	125386	36281	0	1	0	0	42	51	3259539	8.852796e-01	1
WDR13	817501	NaN	29	243672	73698	0	4	1	0	50	73	4144625	8.852984e-01	1
CRYBB2	174680	535	-35	109269	27051	0	1	0	0	50	75	3965847	8.853457e-01	1
TRIM43B	NaN	NaN	NaN	233874	56871	0	2	0	0	50	158	7963715	8.854376e-01	1
ZNF709	1754294	593	0	334978	77816	0	4	3	0	50	90	4908230	8.856219e-01	1
GATA5	1190564	205	22	194611	64823	0	4	3	0	16	22	1237814	8.856313e-01	1
TMEM150B	1028808	209	19	118641	35997	0	2	2	0	12	13	635947	8.856646e-01	1
MSH2	793002	406	28	484788	125883	0	6	0	0	2	1	289680	8.857028e-01	1
TJAP1	1278255	230	56	278888	85981	0	7	2	0	50	101	3979976	8.857371e-01	1
RTP1	425258	445	28	132983	36991	0	1	0	0	50	67	5005997	8.858133e-01	1
PSME2	974559	220	41	130214	32518	0	1	0	0	50	101	4899355	8.858416e-01	1
ITGA4	233378	518	20	543079	140012	0	12	5	0	9	17	822322	8.860208e-01	1
FAM177A1	640994	321	45	123469	31808	0	1	0	0	50	75	3984875	8.860280e-01	1
SLC46A2	514712	498	10	228975	77745	0	2	1	0	50	54	3904290	8.860383e-01	1
SGCA	1277832	210	26	194185	61841	0	7	2	0	4	20	550179	8.860624e-01	1
NKX2-5	483508	458	33	176506	59924	0	2	0	0	24	33	2115871	8.861131e-01	1
TUBB6	492344	214	26	225425	63190	0	3	1	0	37	46	2992437	8.861461e-01	1
HIST2H2AB	798975	560	17	62409	21726	0	1	1	0	21	34	1247257	8.862500e-01	1
POU5F1B	NaN	NaN	NaN	174660	55380	0	2	1	0	50	159	7962224	8.862828e-01	1
RBM41	226335	NaN	39	216195	55380	0	1	0	0	45	61	3294471	8.862903e-01	1
POP5	1615212	311	34	86478	22578	0	2	2	0	13	31	901558	8.863115e-01	1
MYH2	75573	738	-49	1015158	258156	0	13	2	0	7	20	1504632	8.864671e-01	1
RARB	216662	812	-14	231460	61415	0	2	0	0	50	71	4187651	8.865045e-01	1
JMJD7-PLA2G4B	874211	259	40	516951	151230	0	13	5	0	7	37	1534097	8.865569e-01	1
CYP17A1	883280	188	44	257872	73343	0	8	1	0	2	1	166495	8.865829e-01	1
TMEM116	816439	317	43	128084	35074	0	1	1	0	50	89	4193189	8.866876e-01	1
TAPBPL	2702142	198	50	231957	73272	0	6	2	0	19	76	2635520	8.867773e-01	1
RBM27	394957	229	31	544215	150804	0	6	0	0	10	13	1157087	8.867780e-01	1
SLC25A46	127798	846	-7	213000	61131	0	3	0	0	33	51	2349958	8.867857e-01	1
LCMT2	823006	415	50	331783	107210	0	6	3	0	50	91	4903970	8.868188e-01	1
LPO	838530	401	15	361319	104512	0	7	2	0	18	36	1390038	8.868279e-01	1
MFSD10	680459	336	49	223934	77674	0	3	2	0	50	60	3501223	8.869681e-01	1
CTSZ	1009250	152	30	154851	43665	0	3	2	0	15	23	1062586	8.871109e-01	1
MUC7	264556	861	26	177713	65533	0	1	1	0	50	64	4602575	8.871931e-01	1
QRICH2	1650351	209	21	829209	249423	0	13	3	0	11	23	1382157	8.872353e-01	1
PBX1	61567	624	-24	222017	60208	0	4	1	0	5	9	554652	8.872442e-01	1
MAP2K6	58848	397	-42	177500	45937	0	1	0	0	50	59	4209732	8.872608e-01	1
APOL1	1237332	331	42	211083	59214	0	3	1	0	50	110	4984626	8.872610e-01	1
MATK	2172842	204	36	271504	80585	0	9	4	0	16	39	1255777	8.873053e-01	1
CHST2	319752	591	25	251340	87969	0	5	3	0	16	32	2158187	8.873657e-01	1
HPSE	335397	224	27	278746	79946	0	7	0	0	1	0	132770	8.874232e-01	1
ZNF544	1471648	581	-53	367354	93578	0	4	1	0	42	60	3366039	8.874246e-01	1
MNT	752972	271	28	279598	97199	0	5	3	0	50	84	4517801	8.874311e-01	1
SP5	318434	709	28	189996	65817	0	4	1	0	11	12	876708	8.874455e-01	1
FCGBP	1312608	522	29	2658240	826440	0	72	18	0	13	31	1786076	8.874740e-01	1
MAGEA10	191719	NaN	-20	184316	53392	0	1	0	0	50	65	4577370	8.874790e-01	1
SLC37A3	354350	587	28	287479	72491	0	5	1	0	6	7	405907	8.875015e-01	1
ZIM2	221899	902	-70	272569	67805	0	3	1	0	38	66	3588837	8.875696e-01	1
PRRT1	2119974	392	28	145266	53463	0	3	1	0	50	107	4741451	8.876223e-01	1
GLUD2	339278	NaN	-6	275551	82076	0	4	0	0	7	3	415847	8.876454e-01	1
MTDH	605177	163	38	298058	83851	0	3	1	0	50	68	4336964	8.877143e-01	1
ITPR3	1401905	205	38	1379388	376584	0	37	14	0	5	17	688487	8.877505e-01	1
GRINA	2580629	247	28	186517	56303	0	7	2	0	1	5	225993	8.877594e-01	1
MTSS1L	880781	184	34	371401	118499	0	7	1	0	18	32	1600269	8.877983e-01	1
RPSA	160739	595	32	150804	43452	0	1	0	0	42	57	3613403	8.878456e-01	1
LRP11	423793	234	42	245447	79804	0	4	3	0	50	78	3470409	8.878608e-01	1
HTRA2	1019591	315	50	220171	79094	0	4	2	0	50	90	4354927	8.878726e-01	1
CFD	2168802	198	28	124321	41819	0	3	1	0	50	88	4503104	8.879334e-01	1
GDF1	NaN	NaN	NaN	171820	67805	0	1	0	0	27	39	2598174	8.880639e-01	1
ODF2L	218105	874	-18	375590	83851	0	3	3	0	50	75	4318078	8.880733e-01	1
DCDC2	362257	711	-12	267031	67166	0	3	2	0	50	98	3964711	8.881148e-01	1
NID2	234008	432	20	695232	201924	0	13	6	0	12	20	938549	8.882409e-01	1
RUFY4	671005	344	28	291952	82076	0	3	1	0	7	8	771344	8.882427e-01	1
DNAJC1	197451	608	2	286130	77887	0	5	2	0	31	55	2559692	8.883474e-01	1
EYA4	97438	409	-8	354006	93507	0	7	0	0	3	7	382903	8.883616e-01	1
FOXN1	1517567	225	24	319429	101672	0	6	4	0	50	73	3510808	8.883963e-01	1
TERT	657890	541	24	551528	185665	0	18	6	0	7	32	985196	8.884069e-01	1
KIAA1024	261814	789	13	462139	126380	0	3	3	0	50	83	4228689	8.884538e-01	1
DEFB113	70183	1258	-7	42458	9727	0	1	1	0	4	5	149313	8.884622e-01	1
PIGV	1022828	188	30	241329	76893	0	5	2	0	27	59	2094074	8.884865e-01	1
TEF	1407073	187	64	162803	49132	0	3	0	0	5	4	332919	8.884943e-01	1
ZNF835	174439	849	-68	278391	79875	0	3	2	0	50	85	4642903	8.885658e-01	1
NIPSNAP3A	194451	718	-21	128439	34293	0	1	0	0	50	89	4318433	8.885955e-01	1
OR9G1	NaN	NaN	NaN	149597	45511	0	1	0	0	50	158	7952355	8.887535e-01	1
ERI2	211686	580	23	420746	106855	0	2	0	0	16	8	1159927	8.888234e-01	1
TMEM31	485629	NaN	43	102382	23501	0	1	1	0	50	89	3663103	8.889617e-01	1
TRIM8	878626	180	27	277113	79875	0	6	5	0	14	20	839291	8.889622e-01	1
C3orf18	603887	293	52	81934	25418	0	1	1	0	14	20	916255	8.889760e-01	1
LYL1	1948449	221	41	134190	47925	0	2	0	0	50	80	4277324	8.889926e-01	1
ISPD	285724	921	-20	232170	64326	0	2	1	0	50	78	4591925	8.890196e-01	1
ESRP1	467699	426	31	354503	98974	0	5	3	0	47	82	4213211	8.890733e-01	1
C17orf107	NaN	NaN	NaN	91306	32447	0	1	0	0	50	158	7939291	8.890753e-01	1
DLL4	1049616	176	50	347545	99329	0	4	1	0	19	14	1494550	8.890800e-01	1
IGF2BP3	494999	197	26	299265	83283	0	5	1	0	16	43	1797720	8.891080e-01	1
SPRYD4	2793663	184	61	102524	31666	0	1	1	0	42	98	4341650	8.891130e-01	1
ZNF467	471461	615	29	293443	90809	0	7	1	0	50	76	4051331	8.891401e-01	1
ZNF781	484296	888	-51	166211	43381	0	1	0	0	41	56	2997478	8.891579e-01	1
SOX3	24994	NaN	-22	211083	74550	0	6	1	0	27	64	2969433	8.892452e-01	1
NLRC3	775547	224	39	527317	168554	0	10	3	0	8	10	607050	8.892609e-01	1
LMF1	1167662	304	17	285988	85910	0	7	2	0	50	119	4688627	8.893516e-01	1
TMPRSS3	339928	400	80	248855	69367	0	6	0	0	1	0	139231	8.893773e-01	1
SYNC	1452351	195	34	254890	70787	0	3	0	0	11	15	1123717	8.893883e-01	1
CLEC4C	206421	467	15	114807	26199	0	1	1	0	50	100	4219388	8.894765e-01	1
ASPN	NaN	NaN	NaN	199155	50268	0	1	0	0	50	158	7957112	8.895524e-01	1
ZNF432	436768	901	-53	337250	82573	0	4	1	0	3	3	265682	8.895694e-01	1
CD99	NaN	NaN	NaN	100749	25773	0	1	0	0	50	158	7932617	8.895852e-01	1
TROAP	2137968	175	37	399446	131563	0	7	3	0	14	36	1337143	8.896013e-01	1
MMP11	637355	196	52	243743	75118	0	5	2	0	50	87	4092795	8.896013e-01	1
KBTBD11	NaN	NaN	NaN	291810	106926	0	7	5	0	29	59	3025736	8.896092e-01	1
SERPINB13	190401	339	20	204622	51830	0	5	3	0	6	7	338315	8.896339e-01	1
PLSCR3	1911735	206	36	146473	47783	0	2	0	0	50	104	4402000	8.896883e-01	1
LRRC43	808864	187	12	328233	101814	0	6	0	0	3	2	353438	8.896927e-01	1
LRRC40	297942	492	-14	312613	84632	0	5	1	0	4	2	289964	8.897028e-01	1
MANSC1	698798	242	20	212574	66030	0	2	1	0	23	32	1734956	8.898601e-01	1
TEKT3	266888	359	-53	250630	69083	0	3	1	0	50	69	3751427	8.898992e-01	1
GPRASP2	123687	NaN	23	419042	117079	0	2	1	0	31	29	2084489	8.899187e-01	1
LDLR	1808766	233	33	449643	115020	0	11	2	0	50	105	4052609	8.899687e-01	1
GALNT14	94332	876	6	288402	76893	0	5	1	0	31	52	2619119	8.900105e-01	1
XKR8	891090	272	20	189002	66172	0	2	2	0	38	61	2899498	8.900808e-01	1
FBXW9	1967616	218	15	228052	73343	0	8	2	0	4	17	571763	8.900906e-01	1
GPR31	149346	696	40	151443	52824	0	1	0	0	50	61	4258154	8.901303e-01	1
EPN1	1050871	254	-11	338741	110263	0	13	6	0	9	14	531506	8.901329e-01	1
USP26	88462	NaN	12	464553	119706	0	6	1	0	17	29	1578401	8.901899e-01	1
ECEL1	271362	191	32	394121	116014	0	7	3	0	18	34	1477013	8.902672e-01	1
RNF43	782135	399	22	385814	121978	0	5	3	0	10	40	2196243	8.903016e-01	1
NCF4	1261877	537	50	215982	60279	0	3	0	0	39	97	5137560	8.903819e-01	1
MED1	1434634	214	17	798395	226135	0	14	3	0	11	19	984628	8.904600e-01	1
CASP2	379804	372	21	235791	62196	0	9	3	0	1	3	144627	8.904774e-01	1
PALM3	NaN	NaN	NaN	332280	102666	0	5	0	0	9	14	971706	8.905094e-01	1
NFKB1	376672	311	41	500124	139302	0	5	4	0	50	78	4037486	8.906053e-01	1
ZFP3	1399774	343	26	259150	63119	0	3	0	0	26	41	2044445	8.906261e-01	1
BOLA3	1023516	250	38	72136	14981	0	1	1	0	12	25	882317	8.906280e-01	1
HAS3	1179391	201	24	290532	89034	0	6	0	0	9	15	847669	8.906634e-01	1
ZNF692	411701	567	-4	266889	77958	0	3	2	0	50	58	3499590	8.906711e-01	1
SH3BP5L	411701	567	-4	194966	61060	0	2	1	0	50	58	3499590	8.907365e-01	1
TERF2	1197858	125	33	255671	72136	0	2	0	0	30	43	2779224	8.907566e-01	1
FAM200B	NaN	NaN	NaN	334907	85555	0	2	0	0	27	39	2615924	8.908231e-01	1
CYP1A1	746043	199	41	257943	74976	0	3	0	0	10	15	1003088	8.908526e-01	1
SFXN4	789279	149	29	179772	47712	0	1	0	0	50	100	4717595	8.908806e-01	1
OR13H1	81234	NaN	4	150804	46434	0	1	0	0	50	128	6236356	8.908899e-01	1
OR52B6	128694	895	9	163442	50836	0	1	1	0	50	72	4268946	8.909845e-01	1
DMRT3	83374	703	9	229614	73911	0	7	3	0	5	13	429053	8.909877e-01	1
SCARA3	350607	232	30	304945	94430	0	5	0	0	7	21	1317831	8.910142e-01	1
ZNF571	279768	914	-61	317370	74976	0	1	0	0	13	4	967446	8.910872e-01	1
CSNK1G1	743794	263	43	221307	57510	0	2	1	0	50	80	4360323	8.911417e-01	1
CEP192	326004	417	52	1301927	357343	0	20	7	0	2	13	841705	8.911433e-01	1
ARRDC1	1197708	478	45	214846	68870	0	3	0	0	16	31	1821718	8.911453e-01	1
ZNF470	135553	817	-69	371401	90809	0	2	1	0	20	37	2073129	8.911470e-01	1
RUFY1	1583299	229	17	370407	97128	0	7	1	0	17	43	2233660	8.912181e-01	1
HNF4G	47353	914	7	234442	58646	0	3	2	0	17	29	1483616	8.912368e-01	1
IQCB1	371177	520	32	313181	80656	0	4	2	0	4	8	429408	8.912691e-01	1
CCDC92	903375	539	36	167347	48209	0	3	2	0	37	59	2419467	8.913503e-01	1
MLPH	468096	440	11	308992	87827	0	3	0	0	18	24	1900173	8.913697e-01	1
FBXL17	73947	913	4	348539	106855	0	4	1	0	50	48	3620148	8.913872e-01	1
POLE2	612579	342	25	281941	71639	0	3	3	0	6	12	621463	8.914238e-01	1
TRPC3	324047	634	-3	471440	127942	0	7	4	0	18	24	1403670	8.914676e-01	1
ERP27	341752	426	8	143349	37275	0	2	2	0	7	8	411090	8.916703e-01	1
ZCCHC14	587162	363	21	474138	143562	0	5	2	0	50	70	4689905	8.917858e-01	1
TNPO3	821362	361	52	476339	132841	0	6	2	0	38	82	3317617	8.917929e-01	1
SBSN	1081638	390	41	295573	85058	0	4	4	0	17	26	1243849	8.918029e-01	1
MAGIX	724395	NaN	44	168696	58575	0	3	1	0	50	77	4206040	8.918940e-01	1
SEMA4C	822597	392	46	414853	130001	0	7	2	0	24	47	2897439	8.918991e-01	1
ZNF491	739660	633	-2	226135	54599	0	1	1	0	29	39	2321132	8.921395e-01	1
ZWILCH	530195	219	49	315737	77887	0	4	1	0	50	88	3930205	8.921855e-01	1
LRRC32	269123	379	26	314672	110689	0	5	3	0	14	17	1188966	8.922011e-01	1
CLDN6	1443513	234	49	105222	36849	0	1	0	0	50	75	3780040	8.923790e-01	1
ESAM	168652	622	14	191061	63900	0	5	3	0	4	3	253754	8.924025e-01	1
TRIP6	1339207	433	48	236075	75544	0	4	2	0	27	59	2363874	8.924213e-01	1
ZBED5	NaN	NaN	NaN	347119	96347	0	3	1	0	27	40	2626716	8.925431e-01	1
ANKRD30B	NaN	NaN	NaN	740530	179417	0	6	2	0	27	41	2709786	8.925467e-01	1
MAP3K3	934952	247	3	341936	92158	0	5	2	0	29	46	2147679	8.925568e-01	1
TAF3	189040	596	-1	468529	130640	0	8	3	0	13	15	860662	8.926152e-01	1
PLD6	910162	218	11	122120	40825	0	2	1	0	50	103	4336609	8.926305e-01	1
AQP4	65361	639	-33	163513	47783	0	1	1	0	30	37	2426567	8.927637e-01	1
POLR3H	1467336	183	66	107707	28400	0	1	0	0	50	86	4135324	8.928532e-01	1
MCF2	68546	NaN	-2	552451	128936	0	7	2	0	4	6	374525	8.930258e-01	1
GALK2	315919	528	8	240619	65462	0	2	1	0	50	73	4372535	8.930462e-01	1
RASA2	405454	259	28	451205	111967	0	20	2	0	1	4	169477	8.930866e-01	1
DNAJB7	NaN	NaN	NaN	158614	39476	0	1	0	0	50	158	7946320	8.931249e-01	1
SMPX	93024	NaN	0	47499	12780	0	1	1	0	4	7	212148	8.931579e-01	1
OAF	323731	198	31	135823	41819	0	1	0	0	6	9	677624	8.932148e-01	1
DNAH11	118223	671	8	2343852	616635	0	58	11	0	1	13	710781	8.933170e-01	1
ZSCAN5A	486579	522	-32	250843	69296	0	3	1	0	50	67	3377754	8.933393e-01	1
C11orf91	NaN	NaN	NaN	92158	32660	0	1	1	0	50	159	7939504	8.933665e-01	1
TSPAN1	908945	190	29	126380	34222	0	1	0	0	50	114	5115337	8.933864e-01	1
ZNF708	170282	1121	-57	292946	70006	0	1	1	0	50	39	3636052	8.934846e-01	1
RXFP2	223402	693	5	397174	100181	0	5	1	0	7	5	518868	8.937172e-01	1
BTBD18	NaN	NaN	NaN	348894	108417	0	4	2	0	50	160	8015261	8.937565e-01	1
SMARCD2	1446139	380	27	269729	80443	0	4	2	0	49	67	3684971	8.938991e-01	1
MORC3	281776	347	63	493734	120984	0	4	1	0	16	18	1432638	8.939267e-01	1
MAVS	740484	241	42	262913	87898	0	4	1	0	16	27	1519542	8.939760e-01	1
GBP1	337373	745	2	307785	79662	0	3	0	0	3	3	447087	8.939912e-01	1
MAP3K4	80018	860	-2	830132	220171	0	12	3	0	8	16	1132095	8.942502e-01	1
GADD45G	163029	568	52	81508	23288	0	1	0	0	50	79	4047426	8.942590e-01	1
RPL10	2277674	NaN	40	112393	30104	0	1	0	0	50	80	4102522	8.942629e-01	1
DNAJB11	592490	436	40	187369	49700	0	1	0	0	50	82	5854731	8.942685e-01	1
C4orf48	NaN	NaN	NaN	62835	23004	0	1	0	0	50	158	7929848	8.942872e-01	1
CPB1	276750	681	-16	216905	59143	0	2	1	0	50	85	4743581	8.943524e-01	1
TUSC5	1447271	228	21	87188	28258	0	1	0	0	50	97	4011216	8.944049e-01	1
RUVBL2	1998663	190	39	239909	69367	0	4	1	0	50	99	4515813	8.944909e-01	1
GAB4	156217	639	-95	291739	83354	0	2	1	0	46	73	3718412	8.945208e-01	1
AKR1A1	873800	161	27	167205	48351	0	2	1	0	50	96	4252048	8.945235e-01	1
HECW2	166718	447	13	806134	222869	0	17	3	0	18	34	1768255	8.945412e-01	1
PPM1N	1107927	194	44	207178	71639	0	4	2	0	48	89	3411479	8.948147e-01	1
PGC	429684	341	47	248713	72491	0	3	2	0	10	15	1031417	8.948961e-01	1
PTTG1IP	690574	213	62	94785	25134	0	1	0	0	50	64	3227589	8.949045e-01	1
RAD17	467846	314	46	359331	92442	0	3	0	0	5	8	615641	8.949613e-01	1
PSMB1	425191	598	-16	124321	35216	0	1	0	0	13	9	684795	8.951272e-01	1
RAB5B	2080397	229	31	112961	29323	0	1	1	0	50	96	4047000	8.951963e-01	1
STON1-GTF2A1L	75084	934	-3	601796	163087	0	3	2	0	19	27	1803400	8.952342e-01	1
UBE2G2	754837	213	48	89460	21300	0	1	1	0	8	15	747914	8.952661e-01	1
HRNR	486922	468	25	1366537	456956	0	17	3	0	5	5	860733	8.952758e-01	1
BRI3BP	1000229	229	37	121694	41038	0	1	3	0	23	39	1434271	8.953055e-01	1
TMEM150A	1158965	170	43	136959	41961	0	1	1	0	50	68	3921543	8.953415e-01	1
PDIA2	1340678	205	43	264333	81153	0	6	1	0	34	69	3132307	8.954290e-01	1
SLC30A3	1238919	230	39	191913	62622	0	4	0	0	4	11	611168	8.954957e-01	1
KRT23	1036346	358	5	218609	57652	0	4	0	0	24	33	1331747	8.955118e-01	1
FNIP1	346839	637	27	604210	155987	0	10	3	0	8	23	1168518	8.955411e-01	1
KRT6A	1194800	389	29	283077	84774	0	3	0	0	10	12	973339	8.956357e-01	1
LRRC7	298237	695	-26	791224	212432	0	17	4	0	12	24	1339912	8.956879e-01	1
